编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
,工业用地,盐城市,阜宁县,盐城顺帆门窗科技有限公司,吴滩街道办事处吴滩居委会,50,挂牌出让,,51,,,,2019年12月10日,0.241203,1.002.00,,盐城顺帆门窗科技有限公司,,,,,,,,,,,,,,2020年7月20日,2022年7月20日
,工业用地,盐城市,阜宁县,盐城市龙雯机械设备有限公司,吴滩街道办事处吴滩居委会,50,挂牌出让,,49,,,,2019年12月10日,0.231833,1.002.00,,盐城市龙雯机械设备有限公司,,,,,,,,,,,,,,2020年7月20日,2022年7月20日
,工业用地,盐城市,阜宁县,阜宁县许庄服饰有限公司,吴滩街道办事处吴滩居委会,50,挂牌出让,,48,,,,2019年12月10日,0.229139,1.502.00,,阜宁县许庄服饰有限公司,,,,,,,,,,,,,,2020年7月20日,2022年7月20日
,工业用地,盐城市,阜宁县,阜宁两河服饰有限公司,吴滩街道办事处吴滩居委会,50,挂牌出让,,42,,,,2019年12月10日,0.201521,1.502.00,,阜宁两河服饰有限公司,,,,,,,,,,,,,,2020年7月20日,2022年7月20日
,仓储用地,盐城市,盐都区,中国邮政集团公司盐城市分公司,盐城市盐都区盐渎街道办事处兴民居委会三组,50,挂牌出让,,2507.76,,,,2019年12月10日,5.5728,1.001.60,,中国邮政集团公司盐城市分公司,,,,,,,,,,,,,,2020年12月9日,2022年12月8日
,工业用地,盐城市,滨海县,江苏德佳科玻璃技有限公司,滨海县通榆镇民营创业园,50,挂牌出让,,318.4,,,,2019年12月9日,1.55316,1.000.00,,江苏德佳科玻璃技有限公司,,,,,,,,,,,,,,2020年10月15日,2022年10月12日
,工业用地,盐城市,东台市,东台宇森科技有限公司,东台市新街镇海洋工程特种装备产业园,50,挂牌出让,,148.0102,,,,2019年12月9日,0.8758,1.300.00,,东台宇森科技有限公司,,,,,,,,,,,,,,2020年8月9日,2021年8月9日
,工业用地,盐城市,响水县,江苏德龙镍业有限公司,开创路南侧、浦港大道西侧,50,挂牌出让,,7186,,,,2019年12月9日,44.9107,0.701.50,,江苏德龙镍业有限公司,,,,,,,,,,,,,,2020年7月9日,2023年7月9日
,工业用地,盐城市,东台市,江苏研厨食品科技有限公司,东台市新街镇海洋工程特种装备产业园,50,挂牌出让,,105.9799,,,,2019年12月9日,0.6271,1.000.00,,江苏研厨食品科技有限公司,,,,,,,,,,,,,,2020年8月9日,2021年2月9日
,工业用地,盐城市,东台市,东台淼顺安全设备有限公司,东台市新街镇海洋工程特种装备产业园,50,挂牌出让,,27.0569,,,,2019年12月9日,0.1601,0.700.00,,东台淼顺安全设备有限公司,,,,,,,,,,,,,,2020年8月9日,2021年2月9日
,工业用地,盐城市,东台市,江苏思成机械科技有限公司,东台市新街镇海洋工程特种装备产业园,50,挂牌出让,,99.4058,,,,2019年12月9日,0.5882,0.700.00,,江苏思成机械科技有限公司,,,,,,,,,,,,,,2020年8月9日,2021年2月9日
,工业用地,盐城市,大丰市,盐城固威铸造有限公司,南阳镇祥西村三组,50,挂牌出让,,81.12,,,,2019年12月5日,0.416,1.002.00,,盐城固威铸造有限公司,,,,,,,,,,,,,,2020年12月5日,2022年12月5日
,工业用地,盐城市,射阳县,江苏紫兰玉建设工程有限公司,合德镇创业园兴业路北侧东首拟1#西侧,50,挂牌出让,,165.2352,,,,2019年12月5日,0.8606,1.002.50,,江苏紫兰玉建设工程有限公司,,,,,,,,,,,,,,2021年1月29日,2023年1月28日
,工业用地,盐城市,阜宁县,盐城森友木业有限公司,古河镇古河居委会,50,挂牌出让,,185,,,,2019年12月4日,0.882773,1.002.00,,盐城森友木业有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,阜宁县给力新材料科技有限公司,东沟镇永兴居委会,50,挂牌出让,,171,,,,2019年12月4日,0.798729,1.102.00,,阜宁县给力新材料科技有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,江苏融亿达金属制品有限公司,古河镇古凤村,50,挂牌出让,,167,,,,2019年12月4日,0.796468,0.902.00,,江苏融亿达金属制品有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,江苏欧美克自动化设备有限公司,阜城街道办事处城东村,50,挂牌出让,,141,,,,2019年12月4日,0.666788,1.002.00,,江苏欧美克自动化设备有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,江苏惠禾成机械有限公司,新沟镇新东村,50,挂牌出让,,141,,,,2019年12月4日,0.666669,1.002.00,,江苏惠禾成机械有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,江苏常青机械有限公司,新沟镇新东村,50,挂牌出让,,141,,,,2019年12月4日,0.666669,1.002.00,,江苏常青机械有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,盐城海洲木业有限公司,板湖镇邵湛村,50,挂牌出让,,140,,,,2019年12月4日,0.666671,1.002.00,,盐城海洲木业有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,盐城众奥新材料科技有限公司,古河镇古河居委会,50,挂牌出让,,140,,,,2019年12月4日,0.666669,1.302.00,,盐城众奥新材料科技有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,江苏锦德丰电气有限公司,新沟镇新东村,50,挂牌出让,,127,,,,2019年12月4日,0.600003,1.002.00,,江苏锦德丰电气有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,上海侠盈塑料盐城有限公司,新沟镇新东村,50,挂牌出让,,127,,,,2019年12月4日,0.6,1.102.00,,上海侠盈塑料盐城有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,盐城市荣海工程机械有限公司,新沟镇新东村,50,挂牌出让,,127,,,,2019年12月4日,0.6,1.002.00,,盐城市荣海工程机械有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,江苏富拇指电气有限公司,新沟镇新东村,50,挂牌出让,,126,,,,2019年12月4日,0.599412,1.002.00,,江苏富拇指电气有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,盐城如嘉服饰有限公司,古河镇古河居委会,50,挂牌出让,,106,,,,2019年12月4日,0.504604,1.502.00,,盐城如嘉服饰有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,盐城阜驰食品有限公司,古河镇古河居委会,50,挂牌出让,,103,,,,2019年12月4日,0.490143,1.202.00,,盐城阜驰食品有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,盐城琦昊环保设备有限公司,古河镇古河居委会,50,挂牌出让,,100,,,,2019年12月4日,0.478448,1.002.00,,盐城琦昊环保设备有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,盐城兰之惠服饰有限公司,古河镇古河居委会,50,挂牌出让,,88,,,,2019年12月4日,0.419428,1.302.00,,盐城兰之惠服饰有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,阜宁利格宏机械加工有限公司,古河镇古河居委会,50,挂牌出让,,83,,,,2019年12月4日,0.39296,1.002.00,,阜宁利格宏机械加工有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,江苏飞扬装饰材料有限公司,古河镇古河居委会,50,挂牌出让,,82,,,,2019年12月4日,0.392527,1.502.00,,江苏飞扬装饰材料有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,阜宁县古河创成企业管理有限公司,古河镇古河居委会,50,挂牌出让,,82,,,,2019年12月4日,0.388781,1.502.00,,阜宁县古河创成企业管理有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,盐城万林管业有限公司,古河镇洋桥村,50,挂牌出让,,73,,,,2019年12月4日,0.34926,1.002.00,,盐城万林管业有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,江苏坛鑫再生资源科技有限公司,罗桥镇沿街村,50,挂牌出让,,68,,,,2019年12月4日,0.32366,1.002.00,,江苏坛鑫再生资源科技有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,大丰市,江苏海华环保工程有限公司,造纸产业园，宁波港路东侧,50,挂牌出让,,221.02,,,,2019年12月4日,1.1334,1.2,,江苏海华环保工程有限公司,,,,,,,,,,,,,,2020年12月4日,2022年12月4日
,仓储用地,盐城市,大丰市,盐城大丰康启新粮食储运有限公司,大丰港经济开发区临港大道东侧,50,挂牌出让,,405.47,,,,2019年12月3日,2.0793,1,,盐城大丰康启新粮食储运有限公司,,,,,,,,,,,,,,2020年12月2日,2022年12月2日
,工业用地,盐城市,响水县,响水巨合金属制品有限公司,228国道北侧、浦港大道西侧,50,挂牌出让,,2440,,,,2019年12月3日,15.2496,0.701.50,,响水巨合金属制品有限公司,,,,,,,,,,,,,,2020年7月2日,2023年7月2日
,工业用地,盐城市,响水县,响水巨合金属制品有限公司,228国道北侧、浦港大道西侧,50,挂牌出让,,1948,,,,2019年12月3日,12.1689,0.701.50,,响水巨合金属制品有限公司,,,,,,,,,,,,,,2020年7月2日,2023年7月2日
,工业用地,盐城市,阜宁县,江苏壹佳壹再生资源有限公司,新沟镇新东村,50,挂牌出让,,281,,,,2019年12月2日,1.332065,1.002.00,,江苏壹佳壹再生资源有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,江苏正大森源无纺滤料有限责任公司,罗桥镇沿街村,50,挂牌出让,,276,,,,2019年12月2日,1.314117,1.302.00,,江苏正大森源无纺滤料有限责任公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,捷德凯托普（江苏）机械有限公司,新沟镇新东村,50,挂牌出让,,253,,,,2019年12月2日,1.199338,1.002.00,,捷德凯托普(江苏)机械有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,江苏欧尼亚食品有限公司,新沟镇新东村,50,挂牌出让,,247,,,,2019年12月2日,1.169363,1.202.00,,江苏欧尼亚食品有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,盐城昊隆机械有限公司,古河镇古河居委会,50,挂牌出让,,239,,,,2019年12月2日,1.139384,1.002.00,,盐城昊隆机械有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,江苏坛鑫再生资源科技有限公司,罗桥镇沿街村,50,挂牌出让,,228,,,,2019年12月2日,1.084266,1.002.00,,江苏坛鑫再生资源科技有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,江苏鑫鸿运滤料有限公司,新沟镇新东村,50,挂牌出让,,222,,,,2019年12月2日,1.053818,0.902.00,,江苏鑫鸿运滤料有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,江苏鼎宏金属工业有限公司,阜城街道办和平居委会,50,挂牌出让,,218,,,,2019年12月2日,1.000001,1.002.00,,江苏鼎宏金属工业有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,阜宁县锦泰纺织有限公司,阜城街道办和平居委会,50,挂牌出让,,218,,,,2019年12月2日,0.999999,1.302.00,,阜宁县锦泰纺织有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,阜宁县四海阀业有限公司,阜城街道办和平居委会,50,挂牌出让,,209,,,,2019年12月2日,0.957414,1.002.00,,阜宁县四海阀业有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,工业用地,盐城市,阜宁县,阜宁锦宇塑业有限公司,新沟镇新东村,50,挂牌出让,,202,,,,2019年12月2日,0.955949,1.102.00,,阜宁锦宇塑业有限公司,,,,,,,,,,,,,,2020年7月14日,2022年7月14日
,城镇住宅用地,盐城市,大丰市,盐城市大丰区职业技术教育中心,盐城市大丰区西康路西侧、健康路南侧,70,协议出让,,2388,,,,2019年11月30日,0.816,1.001.20,,盐城市大丰区职业技术教育中心,,,,,,,,,,,,,,2020年11月30日,2022年11月30日
,工业用地,盐城市,阜宁县,江苏金旺环保科技有限公司,新沟镇新东村,50,挂牌出让,,1242,,,,2019年11月28日,5.88629,0.902.00,,江苏金旺环保科技有限公司,,,,,,,,,,,,,,2020年7月8日,2022年7月8日
,工业用地,盐城市,阜宁县,凯杰福（江苏）新材料科技有限公司,板湖镇板湖居委会,50,挂牌出让,,840,,,,2019年11月28日,4.000013,1.002.00,,凯杰福(江苏)新材料科技有限公司,,,,,,,,,,,,,,2020年7月8日,2022年7月8日
,工业用地,盐城市,阜宁县,江苏绿地佳木木业有限公司,东沟镇北堆村,50,挂牌出让,,751,,,,2019年11月28日,3.508793,1.002.00,,江苏绿地佳木木业有限公司,,,,,,,,,,,,,,2020年7月8日,2022年7月8日
,工业用地,盐城市,阜宁县,灵氟隆新材料科技江苏有限公司,板湖镇板湖居委会,50,挂牌出让,,427,,,,2019年11月28日,2.035438,1.302.00,,灵氟隆新材料科技江苏有限公司,,,,,,,,,,,,,,2020年7月8日,2022年7月8日
,工业用地,盐城市,阜宁县,江苏飓风环保科技有限公司,板湖镇板湖居委会、邵湛村,50,挂牌出让,,422,,,,2019年11月28日,2.007635,1.002.00,,江苏飓风环保科技有限公司,,,,,,,,,,,,,,2020年7月8日,2022年7月8日
,工业用地,盐城市,阜宁县,江苏仕航电气有限公司,新沟镇新东村,50,挂牌出让,,420,,,,2019年11月28日,1.988669,1.102.00,,江苏仕航电气有限公司,,,,,,,,,,,,,,2020年7月8日,2022年7月8日
,工业用地,盐城市,阜宁县,江苏绿地环保滤材有限公司,板湖镇板湖居委会,50,挂牌出让,,413,,,,2019年11月28日,1.964883,1.302.00,,江苏绿地环保滤材有限公司,,,,,,,,,,,,,,2020年7月8日,2022年7月8日
,工业用地,盐城市,阜宁县,江苏近能变压器有限公司,新沟镇新东村,50,挂牌出让,,341,,,,2019年11月28日,1.614801,1.002.00,,江苏近能变压器有限公司,,,,,,,,,,,,,,2020年7月8日,2022年7月8日
,工业用地,盐城市,阜宁县,阜宁县恒源机械制造有限公司,阜城街道办事处城东村,50,挂牌出让,,309,,,,2019年11月28日,1.457499,1.002.00,,阜宁县恒源机械制造有限公司,,,,,,,,,,,,,,2020年7月8日,2022年7月8日
,工业用地,盐城市,阜宁县,江苏航锋金刚石工具有限公司,新沟镇新东村,50,挂牌出让,,300,,,,2019年11月28日,1.419865,1.002.00,,江苏航锋金刚石工具有限公司,,,,,,,,,,,,,,2020年7月8日,2022年7月8日
,工业用地,盐城市,阜宁县,盐城创开木业有限公司,东沟镇市民居委会,50,挂牌出让,,289,,,,2019年11月28日,1.349524,1.002.00,,盐城创开木业有限公司,,,,,,,,,,,,,,2020年7月8日,2022年7月8日
,工业用地,盐城市,阜宁县,阜宁广兴机械有限公司,东沟镇北堆村,50,挂牌出让,,285,,,,2019年11月28日,1.333334,1.002.00,,阜宁广兴机械有限公司,,,,,,,,,,,,,,2020年7月8日,2022年7月8日
,工业用地,盐城市,东台市,江苏鑫旺新材料科技有限公司,溱东镇青一村,50,挂牌出让,,359.7156,,,,2019年11月27日,2.1036,0.800.00,,江苏鑫旺新材料科技有限公司,,,,,,,,,,,,,,2020年7月27日,2022年1月27日
,工业用地,盐城市,东台市,东台市润丰法兰制造有限公司,溱东镇周黄村六组,50,挂牌出让,,225.5319,,,,2019年11月27日,1.3189,0.700.00,,东台市润丰法兰制造有限公司,,,,,,,,,,,,,,2020年7月27日,2021年7月27日
,工业用地,盐城市,东台市,东台市东明连接件厂,溱东镇青一村,50,挂牌出让,,87.3297,,,,2019年11月27日,0.5107,1.000.00,,东台市东明连接件厂,,,,,,,,,,,,,,2020年7月27日,2021年7月27日
,工业用地,盐城市,东台市,东台市泓泰建设工程有限公司,经济开发区中玻西侧、港城南侧,50,挂牌出让,,1266.966,,,,2019年11月27日,7.0387,0.700.00,,东台市泓泰建设工程有限公司,,,,,,,,,,,,,,2020年7月27日,2023年7月27日
,工业用地,盐城市,东台市,江苏展志金属科技有限公司,方向路东侧、东区四路北侧,50,挂牌出让,,599.796,,,,2019年11月27日,3.3322,1.200.00,,江苏展志金属科技有限公司,,,,,,,,,,,,,,2020年7月27日,2023年7月27日
,公路用地,盐城市,东台市,方向路（344国道——东区五路）,开发区东区,,划拨,,0,,,,2019年11月27日,7.1398,0.000.00,,东台市投资发展有限公司,,,,,,,,,,,,,,2020年7月27日,2023年7月27日
,公路用地,盐城市,东台市,红星河路（东区二路——东区五路）,开发区东区,,划拨,,0,,,,2019年11月27日,3.1392,0.000.00,,东台市投资发展有限公司,,,,,,,,,,,,,,2020年7月27日,2023年7月27日
,教育用地,盐城市,东台市,东台市实验中学教育集团（教育用地）,实验中学北校区东侧（北灶社区居委会）,,划拨,,0,,,,2019年11月27日,3.1835,0.001.00,,东台市实验中学教育集团,,,,,,,,,,,,,,2020年6月27日,2021年6月27日
,公路用地,盐城市,建湖县,建湖县住房和城乡建设局新建环城西路项目,塘河街道胜利村苗圃组,,划拨,,0,,,,2019年11月27日,0.1427,,,建湖县住房和城乡建设局,,,,,,,,,,,,,,2020年12月31日,2022年12月30日
,公园与绿地,盐城市,建湖县,建湖县住房和城乡建设局新建绿化项目,钟庄街道陈堡村后墩组、西桥组、陈西组,,划拨,,0,,,,2019年11月27日,6.8177,0.1,,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2020年12月31日,2022年12月30日
